name,cik,start_date,business_city,business_stateOrCountry,business_stateOrCountryDescription,business_street1,business_street2,business_zipCode,category,description,ein,entityType,exchanges,fiscalYearEnd,flags,insiderTransactionForIssuerExists,insiderTransactionForOwnerExists,mailing_city,mailing_stateOrCountry,mailing_stateOrCountryDescription,mailing_street1,mailing_street2,mailing_zipCode,ownerOrg,phone,sic,sicDescription,stateOfIncorporation,stateOfIncorporationDescription,tickers
MOSAIC CO,0001285785,2004-04-08,TAMPA,FL,FL,101 EAST KENNEDY BLVD.,SUITE 2500,33602,Large accelerated filer,,201026454,operating,['NYSE'],1231,,1,0,TAMPA,FL,FL,101 EAST KENNEDY BLVD.,SUITE 2500,33602,08 Industrial Applications and Services,813-775-4200,2870,Agricultural Chemicals,,,['MOS']
EMX Royalty Corp,0001285786,2004-03-26,VANCOUVER,A1,"British Columbia, Canada",SUITE 501-543 GRANVILLE STREET,,V6C 1X8,Non-accelerated filer,,000000000,other,['NYSE'],1231,,0,0,VANCOUVER,A1,"British Columbia, Canada",SUITE 501-543 GRANVILLE STREET,,V6C 1X8,01 Energy & Transportation,604-688-6390,1000,Metal Mining,A1,"British Columbia, Canada",['EMX']
OMEROS CORP,0001285819,2004-03-31,SEATTLE,WA,WA,201 ELLIOTT AVENUE WEST,,98119,Non-accelerated filer<br>Smaller reporting company,,911663741,operating,['Nasdaq'],1231,,1,0,SEATTLE,WA,WA,201 ELLIOTT AVENUE WEST,,98119,03 Life Sciences,206-676-5000,2834,Pharmaceutical Preparations,WA,WA,['OMER']
"ClearPoint Neuro, Inc.",0001285550,2004-03-30,SOLANA BEACH,CA,CA,120 S. SIERRA AVENUE,SUITE 100,92075,Non-accelerated filer<br>Smaller reporting company,,582394628,operating,['Nasdaq'],1231,,1,0,SOLANA BEACH,CA,CA,120 S. SIERRA AVENUE,SUITE 100,92075,08 Industrial Applications and Services,9499006833,3841,Surgical & Medical Instruments & Apparatus,DE,DE,['CLPT']
Voya GLOBAL EQUITY DIVIDEND & PREMIUM OPPORTUNITY FUND,0001285890,2004-04-08,SCOTTSDALE,AZ,AZ,"7337 EAST DOUBLETREE RANCH RD, STE 100",,85258,,,200940974,other,['NYSE'],1031,,1,0,SCOTTSDALE,AZ,AZ,"7337 EAST DOUBLETREE RANCH RD, STE 100",,85258,,4804772114,,,DE,DE,['IGD']
CALAMOS GLOBAL TOTAL RETURN FUND,0001285650,2004-03-31,NAPERVILLE,IL,IL,2020 CALAMOS COURT,C/O CALAMOS ADVISORS LLC,60563,,,203377281,other,['Nasdaq'],1031,,1,0,NAPERVILLE,IL,IL,2020 CALAMOS COURT,C/O CALAMOS ADVISORS LLC,60563,,6302451046,,,DE,DE,['CGO']
INTERMAP TECHNOLOGIES CORP,0001285170,2004-03-26,CALGARY,A0,"Alberta, Canada","1200, 555 - 4TH AVENUE S.W.",,T2P 3E7,,,886548544,other,['OTC'],,,0,0,CALGARY,A0,"Alberta, Canada","1200, 555 - 4TH AVENUE S.W.",,T2P 3E7,,403-266-0900,,,A0,"Alberta, Canada",['ITMSF']
Yong Bai Chao New Retail Corp,0001284454,2004-11-23,SHANGHAI,F4,China,"3209, SOUTH BUILDING, BUILDING 3, NO. 39",BOASHAN DISTRICT,00000,Non-accelerated filer<br>Smaller reporting company,,203626387,operating,['OTC'],1231,,1,0,SHANGHAI,F4,China,"3209, SOUTH BUILDING, BUILDING 3, NO. 39",BOASHAN DISTRICT,00000,04 Manufacturing,18621601569,3714,Motor Vehicle Parts & Accessories,,,['YBCN']
"COHEN & STEERS, INC.",0001284812,2004-03-30,NEW YORK,NY,NY,1166 AVENUE OF THE AMERICAS,30TH FLOOR,10036,Large accelerated filer,,141904657,operating,['NYSE'],1231,,1,1,NEW YORK,NY,NY,1166 AVENUE OF THE AMERICAS,30TH FLOOR,10036,02 Finance,212 832 3232,6282,Investment Advice,DE,DE,['CNS']
LEHMAN ABS CORP GOLDMAN SACHS CAP 1 SEC BACKED SER 2004-6,0001284143,2004-03-18,NEW YORK,NY,NY,3 WORLD FINANCIAL CENTER,,10285,,,000000000,operating,['NYSE'],1231,,0,0,NEW YORK,NY,NY,3 WORLD FINANCIAL CENTER,,12085,Office of Structured Finance,2125267000,6189,Asset-Backed Securities,DE,DE,['JBK']
ABACUS MINING & EXPLORATION CORP,0001284237,2004-03-18,VANCOUVER,A1,"British Columbia, Canada","SUITE 1500, 701 WEST GEORGIA STREET",,V7Y 1C6,,,000000000,other,['OTC'],1231,,0,0,VANCOUVER,A1,"British Columbia, Canada","SUITE 1500, 701 WEST GEORGIA STREET",,V7Y 1C6,,(604) 682-0301,,,A1,"British Columbia, Canada",['ABCFF']
"T-Mobile US, Inc.",0001283699,2004-03-23,BELLEVUE,WA,WA,12920 SE 38TH STREET,,98006,Large accelerated filer,,200836269,operating,['Nasdaq'],1231,,1,0,BELLEVUE,WA,WA,12920 SE 38TH STREET,,98006,06 Technology,800-318-9270,4812,Radiotelephone Communications,DE,DE,['TMUS']
STRUCTURED PRODUCTS CORP CORTS TR FOR PECO ENERGY CAP TR III,0001283464,2004-03-12,NEW YORK,NY,NY,388 GREENWICH ST,,10013,,,000000000,operating,['NYSE'],1231,,0,0,,,,,,,Office of Structured Finance,,6189,Asset-Backed Securities,DE,DE,['KTH']
GABELLI GLOBAL UTILITY & INCOME TRUST,0001282957,2004-03-15,RYE,NY,NY,ONE CORPORATE CENTER,,10580,,,320116828,other,"['NYSE', 'NYSE', 'NYSE']",1231,,1,0,RYE,NY,NY,ONE CORPORATE CENTER,,10580,,8149219105,,,DE,DE,"['GLU', 'GLU-PB', 'GLU-PA']"
"Dror Ortho-Design, Inc.",0001282980,2004-03-05,WASHINGTON,PA,PA,480 JOHNSON ROAD,SUITE 200,15301,Non-accelerated filer<br>Smaller reporting company,,850461778,operating,['OTC'],1231,,1,0,WASHINGTON,PA,PA,480 JOHNSON ROAD,SUITE 200,15301,08 Industrial Applications and Services,724-206-1500,3843,Dental Equipment & Supplies,DE,DE,['DROR']
STRUCTURED PRODUCTS CORP CRED ENHANCE CORTS TR FOR AON CAP A,0001283337,2004-03-11,NEW YORK,NY,NY,388 GREENWICH ST,,10013,,,000000000,operating,['NYSE'],1231,,0,0,,,,,,,Office of Structured Finance,,6189,Asset-Backed Securities,DE,DE,['KTN']
NETLIST INC,0001282631,2006-08-18,IRVINE,CA,CA,"111 ACADEMY, SUITE 100",,92617,Non-accelerated filer<br>Smaller reporting company,,954812784,operating,['OTC'],1228,,1,0,IRVINE,CA,CA,"111 ACADEMY, SUITE 100",,92617,04 Manufacturing,949-435-0025,3674,Semiconductors & Related Devices,DE,DE,['NLST']
BATTALION OIL CORP,0001282648,2004-03-12,HOUSTON,TX,TX,820 GESSNER ROAD,SUITE 1100,77024,Non-accelerated filer<br>Smaller reporting company,,200700684,operating,['NYSE'],1231,,1,0,HOUSTON,TX,TX,820 GESSNER ROAD,SUITE 1100,77024,01 Energy & Transportation,832-538-0300,1311,Crude Petroleum & Natural Gas,DE,DE,['BATL']
NEWMARKET CORP,0001282637,2004-03-05,RICHMOND,VA,VA,330 S FOURTH ST,PO BOX 2189,23218-2189,Large accelerated filer,,000000000,operating,['NYSE'],1231,,1,0,RICHMOND,VA,VA,330 S FOURTH ST,PO BOX 2189,23218-2189,08 Industrial Applications and Services,804-788-5000,2860,Industrial Organic Chemicals,VA,VA,['NEU']
FIRST TRUST SENIOR FLOATING RATE INCOME FUND II,0001282850,2004-03-26,WHEATON,IL,IL,120 EAST LIBERTY DRIVE,SUITE 400,60187,,,113716541,other,['NYSE'],0531,,1,0,WHEATON,IL,IL,120 EAST LIBERTY DRIVE,SUITE 400,60187,,630-765-8000,,,,,['FCT']
"ROCKET PHARMACEUTICALS, INC.",0001281895,2004-02-25,NEW YORK,NY,NY,350 FIFTH AVENUE,SUITE 7530,10118,Large accelerated filer,,000000000,operating,"['Nasdaq', 'Nasdaq']",1231,,1,0,NEW YORK,NY,NY,350 FIFTH AVENUE,SUITE 7530,10118,03 Life Sciences,646-440-9100,2834,Pharmaceutical Preparations,DE,DE,"['RCKT', 'RCKTW']"
Eaton Vance Tax-Advantaged Global Dividend Opportunities Fund,0001281926,2004-02-27,BOSTON,MA,MA,ONE POST OFFICE SQUARE,,02109,,,000000000,other,['NYSE'],1031,,1,0,BOSTON,MA,MA,ONE POST OFFICE SQUARE,,02109,,617-482-8260,,,,,['ETO']
"Decentral Life, Inc.",0001281984,2004-03-02,ENGLEWOOD,CO,CO,3465 S GAYLORD CT.,SUITE A509,80113,Non-accelerated filer<br>Smaller reporting company,,460495298,operating,['OTC'],1231,,1,0,ENGLEWOOD,CO,CO,3465 S GAYLORD CT.,SUITE A509,80113,09 Crypto Assets,855-933-3277,6199,Finance Services,NV,NV,['WDLF']
"Dolphin Entertainment, Inc.",0001282224,2004-03-04,CORAL GABLES,FL,FL,150 ALHAMBRA CIRCLE,SUITE 1200,33134,Non-accelerated filer<br>Smaller reporting company,,860787790,operating,['Nasdaq'],1231,,1,0,CORAL GABLES,FL,FL,150 ALHAMBRA CIRCLE,SUITE 1200,33134,07 Trade & Services,305-774-0407,7200,Services-Personal Services,FL,FL,['DLPN']
REGIONS FINANCIAL CORP,0001281761,2004-02-27,BIRMINGHAM,AL,AL,1900 FIFTH AVENUE NORTH,,35203,Large accelerated filer,,630589368,operating,"['NYSE', 'NYSE', 'NYSE', 'NYSE']",1231,,1,1,BIRMINGHAM,AL,AL,1900 FIFTH AVENUE NORTH,,35203,02 Finance,800-734-4667,6021,National Commercial Banks,DE,DE,"['RF', 'RF-PC', 'RF-PE', 'RF-PF']"
SHIONOGI & CO LTD,0001281721,2008-10-10,OSAKA,M0,Japan,"1-8, DOSHOMACHI 3-CHOME",CHUO-KU,541-0045,,,000000000,other,"['OTC', 'OTC']",,,0,1,,,,,,,International Corp Fin,510-747-3900,8880,American Depositary Receipts,,,"['SGIOY', 'SGIOF']"
"Unique Logistics International, Inc.",0001281845,2004-03-01,JAMAICA,NY,NY,154-09 146TH AVE,,11434,Non-accelerated filer<br>Smaller reporting company,,010721929,operating,['OTC'],0531,,1,0,JAMAICA,NY,NY,154-09 146TH AVE,,11434,01 Energy & Transportation,(718) 978-2000,4731,Arrangement of  Transportation of  Freight & Cargo,,,['UNQL']
"Hercules Capital, Inc.",0001280784,2004-02-18,SAN MATEO,CA,CA,1 NORTH B STREET,SUITE 2000,94401,Large accelerated filer,,743113410,operating,"['NYSE', 'NYSE']",1231,,1,1,SAN MATEO,CA,CA,1 NORTH B STREET,SUITE 2000,94401,,650-289-3060,,,MD,MD,"['HTGC', 'HCXY']"
"IMMUNIC, INC.",0001280776,2004-02-18,NEW YORK,X1,United States,1200 AVENUE OF THE AMERICAS,SUITE 200,10036,Non-accelerated filer<br>Smaller reporting company,,562358443,operating,['Nasdaq'],1231,,1,0,NEW YORK,X1,United States,1200 AVENUE OF THE AMERICAS,SUITE 200,10036,03 Life Sciences,(332) 255-9818,2834,Pharmaceutical Preparations,DE,DE,['IMUX']
MONOLITHIC POWER SYSTEMS INC,0001280452,2004-07-13,KIRKLAND,WA,WA,5808 LAKE WASHINGTON BLVD. NE,,98033,Large accelerated filer,,770466789,operating,['Nasdaq'],1231,,1,0,KIRKLAND,WA,WA,5808 LAKE WASHINGTON BLVD. NE,,98033,04 Manufacturing,425-296-9956,3674,Semiconductors & Related Devices,DE,DE,['MPWR']
AMBARELLA INC,0001280263,2004-02-12,SANTA CLARA,CA,CA,3101 JAY STREET,,95054,Large accelerated filer,,980459628,operating,['Nasdaq'],0131,,1,0,SANTA CLARA,CA,CA,3101 JAY STREET,,95054,04 Manufacturing,408-734-8888,3674,Semiconductors & Related Devices,,,['AMBA']
BLACKBAUD INC,0001280058,2004-02-20,CHARLESTON,SC,SC,65 FAIRCHILD STREET,,29492,Large accelerated filer,,112617163,operating,['Nasdaq'],1231,,1,0,CHARLESTON,SC,SC,65 FAIRCHILD STREET,,29492,06 Technology,843-216-6200,7372,Services-Prepackaged Software,DE,DE,['BLKB']
"Cellectar Biosciences, Inc.",0001279704,2004-06-04,FLORHAM PARK,NJ,NJ,100 CAMPUS DRIVE,,07932,Non-accelerated filer<br>Smaller reporting company,,043321804,operating,['Nasdaq'],1231,,1,0,FLORHAM PARK,NJ,NJ,100 CAMPUS DRIVE,,07932,03 Life Sciences,(608) 441-8120,2834,Pharmaceutical Preparations,DE,DE,['CLRB']
BAYTEX ENERGY CORP.,0001279495,2004-02-19,CALGARY,A0,"Alberta, Canada","2800, 520 3RD AVE SW",,T2P 0R3,,,981035204,other,['NYSE'],,,0,0,CALGARY,A0,"Alberta, Canada","2800, 520 3RD AVE SW",,T2P 0R3,01 Energy & Transportation,587-952-3000,1381,Drilling Oil & Gas Wells,,,['BTE']
"Wright Investors Service Holdings, Inc.",0001279715,2004-02-12,MT KISCO,NY,NY,118 NORTH BEDFORD ROAD,SUITE 100,10549,Non-accelerated filer<br>Smaller reporting company,,134005439,operating,['OTC'],1231,,1,1,MT KISCO,NY,NY,118 NORTH BEDFORD ROAD,SUITE 100,10549,02 Finance,(914) 242-5700,6282,Investment Advice,DE,DE,['IWSH']
"Zoned Properties, Inc.",0001279620,2004-02-13,SCOTTSDALE,AZ,AZ,"8360 E. RAINTREE DRIVE, SUITE #230",,85260,Non-accelerated filer<br>Smaller reporting company,,465198242,operating,['OTC'],1231,,1,0,SCOTTSDALE,AZ,AZ,"8360 E. RAINTREE DRIVE, SUITE #230",,85260,05 Real Estate & Construction,877-360-8839,6512,Opeators of  Nonresidential Buildings,NV,NV,['ZDPY']
ALLSPRING UTILITIES & HIGH INCOME FUND,0001279014,2004-02-09,CHARLOTTE,NC,NC,1415 VANTAGE PARK DRIVE,3RD FLOOR,28203,,,364548459,investment,['NYSE'],0831,,1,0,BOSTON,MA,MA,101 SEAPORT BLVD,FLOOR 11,02210,,857-776-4824,,,DE,DE,['ERH']
MidCap Financial Investment Corp,0001278752,2004-02-06,NEW YORK,NY,NY,9 W. 57TH STREET,,10019,Large accelerated filer,,522439556,operating,"['Nasdaq', 'Nasdaq']",1231,,1,1,NEW YORK,NY,NY,9 W. 57TH STREET,,10019,,(212) 822-0509,,,MD,MD,"['MFIC', 'MFICL']"
"BlackRock Enhanced Large Cap Core Fund, Inc.",0001278895,2004-02-09,WILMINGTON,DE,DE,100 BELLEVUE PARKWAY,,19809,,,000000000,other,['NYSE'],,,1,0,WILMINGTON,DE,DE,100 BELLEVUE PARKWAY,,19809,,800-441-7762,,,,,['CII']
EXAGEN INC.,0001274737,2003-12-29,VISTA,CA,CA,1261 LIBERTY WAY,,92081,Non-accelerated filer<br>Smaller reporting company,,000000000,operating,['Nasdaq'],1231,,1,0,VISTA,CA,CA,1261 LIBERTY WAY,,92081,08 Industrial Applications and Services,(760) 560-1501,8071,Services-Medical Laboratories,DE,DE,['XGN']
ASSURED GUARANTY LTD,0001273813,2003-12-23,HAMILTON BERMUDA,D0,Bermuda,30 WOODBOURNE AVE,5TH FLOOR,HM08,Large accelerated filer,,000000000,operating,['NYSE'],1231,,1,1,HAMILTON BERMUDA,D0,Bermuda,30 WOODBOURNE AVE,5TH FLOOR,HM08,02 Finance,441-279-5700,6351,Surety Insurance,D0,Bermuda,['AGO']
"NEW YORK MORTGAGE TRUST, INC.",0001273685,2003-12-31,NEW YORK,NY,NY,90 PARK AVENUE 23RD FLOOR,,10016,Accelerated filer,,470934168,operating,"['Nasdaq', 'Nasdaq', 'Nasdaq', 'Nasdaq', 'Nasdaq', 'Nasdaq', 'Nasdaq']",1231,,1,0,NEW YORK,NY,NY,90 PARK AVENUE 23RD FLOOR,,10016,05 Real Estate & Construction,(212) 792-0107,6798,Real Estate Investment Trusts,MD,MD,"['NYMT', 'NYMTN', 'NYMTG', 'NYMTI', 'NYMTL', 'NYMTM', 'NYMTZ']"
GRAN TIERRA ENERGY INC.,0001273441,2003-12-31,CALGARY,A0,"Alberta, Canada",500 CENTRE STREET SE,,T2G 1A6,Accelerated filer,,000000000,operating,['NYSE'],1231,,1,0,CALGARY,A0,"Alberta, Canada",500 CENTRE STREET SE,,T2G 1A6,01 Energy & Transportation,(403) 265-3221,1311,Crude Petroleum & Natural Gas,DE,DE,['GTE']
AIRGAIN INC,0001272842,2003-12-10,SAN DIEGO,CA,CA,3611 VALLEY CENTRE DRIVE,SUITE 150,92130,Non-accelerated filer<br>Smaller reporting company,,954523882,operating,['Nasdaq'],1231,,1,0,SAN DIEGO,CA,CA,3611 VALLEY CENTRE DRIVE,SUITE 150,92130,04 Manufacturing,(760) 579-0200,3663,Radio & Tv Broadcasting & Communications Equipment,,,['AIRG']
Entree Resources Ltd.,0001271554,2003-11-26,VANCOUVER,A1,"British Columbia, Canada",SUITE 1650,1066 WEST HASTINGS STREET,V6E 3X1,Non-accelerated filer,,000000000,operating,['OTC'],1231,,1,0,VANCOUVER,A1,"British Columbia, Canada",SUITE 1650,1066 WEST HASTINGS STREET,V6E 3X1,01 Energy & Transportation,604-687-4777,1040,Gold and Silver Ores,A1,"British Columbia, Canada",['ERLFF']
Eaton Vance Tax-Advantaged Global Dividend Income Fund,0001270523,2003-11-19,BOSTON,MA,MA,ONE POST OFFICE SQUARE,,02110,,,000000000,other,['NYSE'],1031,,1,0,BOSTON,MA,MA,ONE POST OFFICE SQUARE,,02110,,617-482-8260,,,,,['ETG']
Cohen & Co Inc.,0001270436,2003-12-08,PHILADELPHIA,PA,PA,"CIRA CENTRE, 2929 ARCH STREET",17TH FLOOR,19104-2870,Non-accelerated filer<br>Smaller reporting company,,161685692,operating,['NYSE'],1231,,1,0,PHILADELPHIA,PA,PA,"CIRA CENTRE, 2929 ARCH STREET",17TH FLOOR,19104-2870,02 Finance,215-701-9555,6211,"Security Brokers, Dealers & Flotation Companies",MD,MD,['COHN']
LMP CAPITAL & INCOME FUND INC.,0001270131,2003-11-14,NEW YORK,NY,NY,C/O LEGG MASON & CO. LLC,"620 EIGHTH AVE., 47TH FLOOR",10018,,,470936930,other,['NYSE'],1130,,1,0,NEW YORK,NY,NY,C/O LEGG MASON & CO. LLC,"620 EIGHTH AVE., 47TH FLOOR",10018,,888-777-0102,,,MD,MD,['SCD']
"Sintx Technologies, Inc.",0001269026,2012-12-31,SALT LAKE CITY,UT,UT,1885 WEST 2100 STREET,,84119,Non-accelerated filer<br>Smaller reporting company,,000000000,operating,['Nasdaq'],1231,,1,0,SALT LAKE CITY,UT,UT,1885 WEST 2100 STREET,,84119,08 Industrial Applications and Services,801-839-3516,3841,Surgical & Medical Instruments & Apparatus,DE,DE,['SINT']
Trip.com Group Ltd,0001269238,2003-11-13,SINGAPORE,U0,Singapore,"30 RAFFLES PLACE, #29-01",,048622,Large accelerated filer,,000000000,other,"['Nasdaq', 'OTC']",1231,,0,0,SINGAPORE,U0,Singapore,"30 RAFFLES PLACE, #29-01",,048622,07 Trade & Services,6531389736,7389,"Services-Business Services, NEC",E9,Cayman Islands,"['TCOM', 'TRPCF']"
TORTOISE ENERGY INFRASTRUCTURE CORP,0001268533,2003-10-31,OVERLAND PARK,KS,KS,5901 COLLEGE BOULEVARD,SUITE 400,66211,,,000000000,other,['NYSE'],1130,,1,0,OVERLAND PARK,KS,KS,5901 COLLEGE BOULEVARD,SUITE 400,66211,,913-981-1020,,,MD,MD,['TYG']
CBRE GLOBAL REAL ESTATE INCOME FUND,0001268884,2003-11-07,RADNOR,PA,PA,555 LANCASTER AVENUE,SUITE 120,19087,,,000000000,other,['NYSE'],1231,,1,0,RADNOR,PA,PA,555 LANCASTER AVENUE,SUITE 120,19087,,6109952500,,,DE,DE,['IGR']
CHINA LIFE INSURANCE CO LTD,0001268896,2003-11-20,BEIJING,F4,China,16 FINANCIAL STREET,XICHENG DISTRICT,100033,Large accelerated filer,,000000000,other,['OTC'],1231,,0,0,BEIJING,F4,China,16 FINANCIAL STREET,XICHENG DISTRICT,100033,02 Finance,861063633333,6311,Life Insurance,F4,China,['CILJF']
WESTERN ASSET INFLATION-LINKED OPPORTUNITIES & INCOME FUND,0001267902,2003-12-18,NEW YORK,NY,NY,620 EIGHTH AVENUE,47TH FLOOR,10018,,,421607118,other,['NYSE'],1231,,1,0,NEW YORK,NY,NY,620 EIGHTH AVENUE,47TH FLOOR,10018,,8887770102,,,MA,MA,['WIW']
"COLLEGIUM PHARMACEUTICAL, INC",0001267565,2003-10-20,STOUGHTON,MA,MA,100 TECHNOLOGY CENTER DRIVE,,02072,Large accelerated filer,,000000000,operating,['Nasdaq'],1231,,1,0,STOUGHTON,MA,MA,100 TECHNOLOGY CENTER DRIVE,,02072,03 Life Sciences,781-713-3699,2834,Pharmaceutical Preparations,VA,VA,['COLL']
ASPEN INSURANCE HOLDINGS LTD,0001267395,2003-11-12,HAMILTON,D0,Bermuda,141 FRONT STREET,,HM 19,Non-accelerated filer,,000000000,operating,"['NYSE', 'NYSE', 'NYSE']",1231,,1,0,HAMILTON,D0,Bermuda,141 FRONT STREET,,HM 19,02 Finance,1 441 297 9301,6331,"Fire, Marine & Casualty Insurance",D0,Bermuda,"['AHL-PD', 'AHL-PE', 'AHL-PF']"
MERRILL LYNCH DEPOSITOR INC INDEXPLUS TRUST SERIES 2003-1,0001267332,2003-10-16,NEW YORK,NY,NY,WORLD FINANCIAL CENTER,,10281,,,000000000,operating,['NYSE'],1231,,0,0,,,,,,,Office of Structured Finance,,6189,Asset-Backed Securities,DE,DE,['IPB']
"ASSURANT, INC.",0001267238,2003-10-24,ATLANTA,GA,GA,260 INTERSTATE NORTH CIRCLE S.E.,,30339,Large accelerated filer,,391126612,operating,"['NYSE', 'NYSE']",1231,,1,0,ATLANTA,GA,GA,"260 INTERSTATE NORTH CIRCLE, S. E.",,30339,02 Finance,770-763-1000,6399,"Insurance Carriers, NEC",DE,DE,"['AIZ', 'AIZN']"
"Vivani Medical, Inc.",0001266806,2003-10-10,ALAMEDA,CA,CA,1350 S. LOOP ROAD,,94502,Non-accelerated filer<br>Smaller reporting company,,000000000,operating,['Nasdaq'],1231,,1,0,ALAMEDA,CA,CA,1350 S. LOOP ROAD,,94502,08 Industrial Applications and Services,818-833-5000,3845,Electromedical & Electrotherapeutic Apparatus,CA,CA,['VANI']
NUVEEN MUNICIPAL HIGH INCOME OPPORTUNITY FUND,0001266585,2003-10-17,CHICAGO,IL,IL,333 W WACKER DRIVE,,60606,,,000000000,other,['NYSE'],,,1,0,CHICAGO,IL,IL,333 WEST WACKER DRIVE,,60606,,312 917 8146,,,MA,MA,['NMZ']
Hilltop Holdings Inc.,0001265131,2003-10-20,DALLAS,TX,TX,6565 HILLCREST AVE.,,75205,Large accelerated filer,,841477939,operating,['NYSE'],1231,,1,1,DALLAS,TX,TX,6565 HILLCREST AVE.,,75205,02 Finance,214.855.2177,6022,State Commercial Banks,MD,MD,['HTH']
"Polomar Health Services, Inc.",0001265521,2003-09-30,NEW YORK,NY,NY,140 BROADWAY,46TH FLOOR,10005,Non-accelerated filer<br>Smaller reporting company,,861006313,operating,['OTC'],1231,,1,0,NEW YORK,NY,NY,140 BROADWAY,46TH FLOOR,10005,06 Technology,800-490-7454,7374,Services-Computer Processing & Data Preparation,NV,NV,['PMHS']
WOORI FINANCIAL GROUP INC.,0001264136,2003-09-25,SEOUL KOREA,M5,"Korea, Republic of","51, SOGONG-RO, JUNG-GU,",,04632,Large accelerated filer,,000000000,other,['NYSE'],1231,,0,0,SEOUL KOREA,M5,"Korea, Republic of","51, SOGONG-RO, JUNG-GU,",,04632,02 Finance,000-000-0000,6029,"Commercial Banks, NEC",M5,"Korea, Republic of",['WF']
REAVES UTILITY INCOME FUND,0001263994,2003-09-24,DENVER,CO,CO,1700 BROADWAY,SUITE 1850,80290,,,200223928,other,['NYSE'],1031,,1,0,DENVER,CO,CO,1700 BROADWAY,SUITE 1850,80290,,3036232577,,,DE,DE,['UTG']
Idaho Copper Corp,0001263364,2003-09-11,BOISE,ID,ID,"800 W. MAIN ST, STE 1460",,83702,Non-accelerated filer<br>Smaller reporting company,,980221494,operating,['OTC'],0131,,1,0,BOISE,ID,ID,"800 W. MAIN ST, STE 1460",,83702,01 Energy & Transportation,208-274-9220,1000,Metal Mining,NV,NV,['COPR']
CIMPRESS plc,0001262976,2003-09-08,"DUNDALK, COUNTY LOUTH",L2,Ireland,FIRST FLOOR BUILDING 3,FINNABAIR BUSINESS AND TECHNOLOGY PARK,A91 H9N9,Large accelerated filer,,980417483,operating,['Nasdaq'],0630,,1,0,WALTHAM,MA,MA,C/O CIMPRESS USA INCORPORATED,275 WYMAN STREET,02451,04 Manufacturing,781-652-6300,2750,Commercial Printing,L2,Ireland,['CMPR']
WESTLAKE CORP,0001262823,2003-09-22,HOUSTON,TX,TX,2801 POST OAK BLVD,SUITE 600,77056,Large accelerated filer,,760346924,operating,['NYSE'],1231,,1,1,HOUSTON,TX,TX,2801 POST OAK BLVD,SUITE 600,77056,08 Industrial Applications and Services,713-960-9111,2860,Industrial Organic Chemicals,DE,DE,['WLK']
EXCELLON RESOURCES INC,0001263011,2003-09-08,TORONTO,A6,"Ontario, Canada",10 KING STREET EAST,SUITE 200,M5C 1C3,Non-accelerated filer<br>Emerging growth company,,000000000,other,['OTC'],1231,,0,0,TORONTO,A6,"Ontario, Canada",10 KING STREET EAST,SUITE 200,M5C 1C3,,(416) 364-1130,1040,Gold and Silver Ores,A6,"Ontario, Canada",['EXNRF']
SHINHAN FINANCIAL GROUP CO LTD,0001263043,2003-09-15,SEOUL100-102,M5,"Korea, Republic of",120 2-GA TAEPYUNG RO JUNG GU,,00000,Large accelerated filer,,000000000,other,['NYSE'],,,0,0,SEOUL,M5,"Korea, Republic of",120 2-GA TAEPYUNG RO JUNG GU,SEOUL 100-102,00000,02 Finance,82263603000,6021,National Commercial Banks,,,['SHG']
"MEI Pharma, Inc.",0001262104,2003-09-25,SAN DIEGO,CA,CA,11455 EL CAMINO REAL,SUITE 250,92130,Non-accelerated filer<br>Smaller reporting company,,510407811,operating,['Nasdaq'],0630,,1,0,SAN DIEGO,CA,CA,11455 EL CAMINO REAL,SUITE 250,92130,03 Life Sciences,858-369-7100,2834,Pharmaceutical Preparations,DE,DE,['MEIP']
UNIVERSAL TECHNICAL INSTITUTE INC,0001261654,2003-10-03,PHOENIX,AZ,AZ,4225 EAST WINDROSE DRIVE,SUITE 200,85032,Accelerated filer,,860226984,operating,['NYSE'],0930,,1,0,PHOENIX,AZ,AZ,4225 EAST WINDROSE DRIVE,SUITE 200,85032,07 Trade & Services,623-445-9500,8200,Services-Educational Services,DE,DE,['UTI']
"Fortinet, Inc.",0001262039,2003-08-29,SUNNYVALE,CA,CA,909 KIFER ROAD,,94086,Large accelerated filer,,770560389,operating,['Nasdaq'],1231,,1,0,SUNNYVALE,CA,CA,909 KIFER ROAD,,94086,06 Technology,408-235-7700,3577,"Computer Peripheral Equipment, NEC",,,['FTNT']
"DOCUSIGN, INC.",0001261333,2003-08-25,SAN FRANCISCO,CA,CA,"221 MAIN ST., SUITE 1550",,94105,Large accelerated filer,,912183967,operating,['Nasdaq'],0131,,1,1,SAN FRANCISCO,CA,CA,"221 MAIN ST., SUITE 1550",,94105,06 Technology,415-489-4940,7372,Services-Prepackaged Software,DE,DE,['DOCU']
NEUBERGER BERMAN REAL ESTATE SECURITIES INCOME FUND INC,0001261166,2003-08-28,NEW YORK,NY,NY,1290 AVENUE OF THE AMERICAS,,10104,,,161685121,other,['NYSE'],1031,,1,0,NEW YORK,NY,NY,1290 AVENUE OF THE AMERICAS,,10104,,2124768800,,,,,['NRO']
